Id,Predicted
6198,559.1992453560093
6417,688.620900250571
7054,587.823330643185
9628,763.297605121581
10283,775.1354566940812
10660,370.5043768504055
12778,485.4024197192821
15267,771.7436051299154
17648,373.991301996224
20377,745.2104467034935
21710,532.066660476712
23832,776.643449201636
24693,781.1552443668411
28920,531.3442686869187
29889,714.2447007124877
30186,529.0220656644328
30596,598.759975454073
30815,539.7301759114283
30958,363.07131444669415
31401,620.3049441632697
32452,786.2513096758952
33885,632.4809074848313
34012,612.0472203582744
37794,812.7674938851933
38858,603.2878270368298
38961,240.99683191452965
39912,539.6574651779791
43686,573.0295510025745
43792,236.64778515377117
44405,557.5961928922274
44821,432.13493698406796
45083,500.4763629076684
45315,362.25781942248136
47093,581.3652262196982
47190,557.85774787243
47549,712.6231524948452
49333,656.4498390391614
50669,442.1016764057606
53294,560.4949850791731
54019,434.59709480184705
54558,538.6356683618529
55170,540.3087441000933
55846,394.9410855110491
56337,710.5768742368635
57502,435.16452736705446
57569,747.4918535241821
57913,333.5743192224253
58662,249.76929647098336
59198,860.5697541840591
61513,704.9394803114449
61994,632.0044456189737
62781,396.2078715096808
64209,366.1522757636901
64488,744.2996088252438
65236,440.07963034822
65342,552.4487382323643
65456,533.2567813854172
65538,616.1228660539741
65800,561.872860217821
66330,747.2036239416504
66579,383.2764956221987
66906,350.8462322103689
66959,500.5188682764749
67340,581.075986281128
68042,704.1141085181076
68620,415.9016538400854
69087,781.2846681053327
69533,836.1316006963295
72898,682.2976424314891
73805,720.4813069759417
74298,741.8882495017822
75201,839.9894427737181
75558,276.3306657126683
75894,467.21508895431344
76792,848.2362284156623
77189,650.5768437893909
77584,823.7482451286483
77701,593.5156485318821
78468,474.45206430845997
78971,409.72857323498056
79796,310.64204295073785
80814,311.4895159838481
81229,762.9843816143122
82441,957.227276766544
82636,811.2502293762197
83555,906.4292879365639
83977,858.6122812917495
84186,775.8718599545629
84473,708.6583967675726
84580,307.38820426094117
85317,464.0157773856842
85634,347.9352964026822
86257,920.5010079674603
86985,792.3648313497316
87323,437.9147529533495
87982,713.1165301101806
90422,635.5242450830664
91193,869.0335210469191
91525,623.5016355450294
91661,824.7521987266175
92804,874.2191123167777
95530,386.9557704100954
96821,458.62540643985784
97618,463.26498797890656
97856,559.6461873308051
99334,616.9756542792168
99434,721.7779077563796
100172,457.6953781141108
100819,834.76211556559
101363,381.5131729049662
102100,477.7311727916815
102729,833.2899704847412
102882,926.9699863010626
103056,361.6416833427335
103257,519.7585317670068
104655,426.1490791130231
105210,522.3773582893315
105590,431.9033487589714
105672,555.116286180331
105943,570.381544479803
106141,560.836155673384
106240,364.53122778694274
106674,829.5336912257367
107086,612.9142669766729
107183,427.96980365805325
107744,270.1528264719211
108244,417.37035037430354
108764,858.072428632365
108911,361.68812525719125
110277,887.9413101783119
111171,652.6942152007023
112119,849.0519112501602
112989,338.70513109548585
113081,930.1318506039854
113247,679.3470775932004
115804,598.6230819406896
116337,734.9939212579047
116809,264.3693643788931
116843,411.55883997977554
116988,521.6271460636445
117056,826.7519635589327
117830,485.95848271346074
118399,278.9342738234766
118901,506.5948270015064
119000,855.8451857994471
120029,621.0193287937009
120293,785.579880744876
121484,340.76460306804415
121684,391.08461603063364
122726,848.7107683075815
122886,416.9646412141627
123002,675.0484458056484
125530,749.7759726178085
127385,784.2149688683003
127718,431.3793418513584
128341,908.8124475780407
128685,432.53066949740514
129263,334.3700135775305
129485,420.43539753998346
129544,307.10919611637166
130129,802.5362358911157
130352,356.8045077406664
130755,814.4301943951072
133565,884.9176954646614
134715,335.9694336890529
135441,488.193551679722
135751,574.1093586326274
136352,317.214640781903
136502,568.4349989014537
137171,577.5700745142569
137715,347.04407252624657
137768,870.7466027432342
138209,343.3507327684231
138247,636.0037297817381
138880,423.17238902884435
139164,307.1587282281963
139196,383.77329426344807
139264,539.6865133248378
139887,566.1021606760901
140048,508.42998861182707
140525,589.1872338961615
142419,527.1426413790341
142578,401.72481061081777
142882,675.2752918394356
144416,226.5317484448126
144518,452.9777394633576
145738,324.4843618364973
146893,580.7751694535599
147072,811.6844894494761
148059,471.82191239093686
148450,608.1078249879147
149889,400.9524894795959
150389,229.92679470909252
150516,779.3085057153368
150830,761.5239225935018
150976,506.8408863192689
151773,282.7414136997592
151820,756.9292658287723
153135,773.5749553346417
153758,720.0232818455877
153951,794.0996305007523
156027,399.0603682129631
157434,683.0863924489875
158433,465.8624757727613
158514,573.5800288458702
158610,539.6687301016954
158705,698.1635817075261
159526,611.3361951056883
159954,775.9312021606421
160752,530.5677101550383
160825,803.4284576992201
161996,720.47474235843
162964,905.4180212684155
163289,413.59559322831615
163379,911.0728947194789
163584,926.6660133258861
164958,315.9307050369202
165108,696.3835055098981
165514,288.4032580755306
166129,641.2392705393559
167945,620.4362734086706
168234,475.6006805225755
168469,642.3941667905905
168560,484.1285464740055
168815,610.6338214214684
169661,489.7854868177344
169942,384.61471921634916
170719,205.62551599728255
171145,855.3521038048578
171881,279.80429229612946
172116,564.5305688322787
172221,809.3384860385793
172629,446.3586350841573
172764,908.1864598552601
173187,457.6176852882546
173266,294.77770846900466
173328,279.95440468605386
173363,526.667179227942
173854,666.0670592842127
173974,694.6314597827612
174086,410.32443213221376
174156,519.6487013716076
174777,612.4379196244175
175128,896.4135646730616
176327,864.0371589711938
177328,750.9051383162183
177969,687.7175875827995
178173,234.539797591264
178577,594.449667898056
178662,492.0174235861209
178712,420.01286669350554
